Model,frame,Prompt_Style,Sample_Size,ev_a,p_a,ev_b,p_b,y_a,y_b,x_a,x_b,ratio_a_False,ratio_a_True,n_valid_False,n_valid_True,average_first_option_rate,n_valid_total
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,20,-3500,1,-3500,0.7,0,0,-3500,-5000,1,0.1,10,10,0.95,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,20,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0.2,10,10,0.9,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,20,-3500,1,-4250,0.85,0,0,-3500,-5000,1,0.1,10,10,0.95,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-0.6,0.15,-0.84,0.12,0,0,-4,-7,1,0,10,10,1,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0,0.9,10,10,0.05,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-0.88,0.22,-0.56,0.08,0,0,-4,-7,0,1,10,9,0,19
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-0.96,0.24,-0.77,0.11,0,0,-4,-7,0.2,0.8,10,10,0.1999999999999999,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-29,0.29,-32.64,0.34,0,0,-100,-96,1,0.1,10,10,0.95,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-33,0.33,-32.64,0.34,0,0,-100,-96,0.2,0.9,10,10,0.15,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-37,0.37,-37.44,0.39,0,0,-100,-96,1,0.2,9,10,0.9,19
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-39,0.39,-30.72,0.32,0,0,-100,-96,0.1,1,10,10,0.05,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-3500,1,-3600,0.72,0,0,-3500,-5000,0.9,0.4444444444444444,10,9,0.7277777777777779,19
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-3500,1,-3650,0.73,0,0,-3500,-5000,1,0.3333333333333333,10,9,0.8333333333333334,19
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0.1,10,10,0.95,20
deepseek/deepseek-r1-0528,loss,one_sentence_reasoning,100,-3500,1,-3900,0.78,0,0,-3500,-5000,1,0.1,10,10,0.95,20
google/gemini-2.5-flash,gain,math_reasoning_one,20,0.4,0.1,0.35,0.05,0,0,4,7,0.2,0.2,10,10,0.5,20
google/gemini-2.5-flash,gain,math_reasoning_one,20,0.8,0.2,0.7,0.1,0,0,4,7,0.55,0.45,20,20,0.55,40
google/gemini-2.5-flash,gain,math_reasoning_one,20,1.6,0.4,0.35,0.05,0,0,4,7,1,0,10,10,1,20
google/gemini-2.5-flash,gain,math_reasoning_one,20,30,0.3,28.8,0.3,0,0,100,96,0.5,0,10,9,0.75,19
google/gemini-2.5-flash,gain,math_reasoning_one,20,35,0.35,33.6,0.35,0,0,100,96,0.8,0.1,10,10,0.8500000000000001,20
google/gemini-2.5-flash,gain,math_reasoning_one,20,35,0.35,38.4,0.4,0,0,100,96,0.3,0,10,9,0.65,19
google/gemini-2.5-flash,gain,math_reasoning_one,20,40,0.4,33.6,0.35,0,0,100,96,1,0,10,7,1,17
google/gemini-2.5-flash,gain,math_reasoning_one,20,3500,1,2750,0.55,0,0,3500,5000,0.7,0,10,10,0.85,20
google/gemini-2.5-flash,gain,math_reasoning_one,20,3500,1,3500,0.7,0,0,3500,5000,0.8,0,10,10,0.9,20
google/gemini-2.5-flash,gain,math_reasoning_one,20,3500,1,3750,0.75,0,0,3500,5000,0,0.6,10,10,0.2,20
google/gemini-2.5-flash,gain,math_reasoning_one,20,3500,1,4250,0.85,0,0,3500,5000,0,0.2,10,10,0.4,20
google/gemini-2.5-flash,gain,math_reasoning_one,100,0.6,0.15,0.84,0.12,0,0,4,7,0.5,0.6666666666666666,10,9,0.4166666666666667,19
google/gemini-2.5-flash,gain,math_reasoning_one,100,0.8,0.2,0.7,0.1,0,0,4,7,0.4,0.3,10,10,0.55,20
google/gemini-2.5-flash,gain,math_reasoning_one,100,0.88,0.22,0.56,0.08,0,0,4,7,0.5,0.9,10,10,0.3,20
google/gemini-2.5-flash,gain,math_reasoning_one,100,0.96,0.24,0.77,0.11,0,0,4,7,0.1,0.5,10,10,0.3,20
google/gemini-2.5-flash,gain,math_reasoning_one,100,29,0.29,32.64,0.34,0,0,100,96,0.5,0.1,8,10,0.7,18
google/gemini-2.5-flash,gain,math_reasoning_one,100,33,0.33,32.64,0.34,0,0,100,96,0.8888888888888888,0.1,9,10,0.8944444444444444,19
google/gemini-2.5-flash,gain,math_reasoning_one,100,37,0.37,37.44,0.39,0,0,100,96,0.7,0.1,10,10,0.8,20
google/gemini-2.5-flash,gain,math_reasoning_one,100,39,0.39,30.72,0.32,0,0,100,96,1,0.3,10,10,0.85,20
google/gemini-2.5-flash,gain,math_reasoning_one,100,3500,1,3600,0.72,0,0,3500,5000,0,0,10,10,0.5,20
google/gemini-2.5-flash,gain,math_reasoning_one,100,3500,1,3650,0.73,0,0,3500,5000,0,0.2,10,10,0.4,20
google/gemini-2.5-flash,gain,math_reasoning_one,100,3500,1,3750,0.75,0,0,3500,5000,0,0,10,10,0.5,20
google/gemini-2.5-flash,gain,math_reasoning_one,100,3500,1,3900,0.78,0,0,3500,5000,0.1,0,10,10,0.55,20
google/gemini-2.5-flash,gain,no_explanation,20,0.4,0.1,0.35,0.05,0,0,4,7,0.2,1,10,10,0.1,20
google/gemini-2.5-flash,gain,no_explanation,20,0.8,0.2,0.7,0.1,0,0,4,7,0.2,0.45,20,20,0.375,40
google/gemini-2.5-flash,gain,no_explanation,20,1.6,0.4,0.35,0.05,0,0,4,7,1,0.1,10,10,0.95,20
google/gemini-2.5-flash,gain,no_explanation,20,30,0.3,28.8,0.3,0,0,100,96,0.4,0,10,10,0.7,20
google/gemini-2.5-flash,gain,no_explanation,20,35,0.35,33.6,0.35,0,0,100,96,0.7,0.1,10,10,0.8,20
google/gemini-2.5-flash,gain,no_explanation,20,35,0.35,38.4,0.4,0,0,100,96,0.1,0,10,10,0.55,20
google/gemini-2.5-flash,gain,no_explanation,20,40,0.4,33.6,0.35,0,0,100,96,0.3,0.1,10,10,0.6,20
google/gemini-2.5-flash,gain,no_explanation,20,3500,1,2750,0.55,0,0,3500,5000,0.9,0,10,10,0.95,20
google/gemini-2.5-flash,gain,no_explanation,20,3500,1,3500,0.7,0,0,3500,5000,0.3,0,10,10,0.65,20
google/gemini-2.5-flash,gain,no_explanation,20,3500,1,3750,0.75,0,0,3500,5000,0.3,0,10,10,0.65,20
google/gemini-2.5-flash,gain,no_explanation,20,3500,1,4250,0.85,0,0,3500,5000,0.1,0.1,10,10,0.5,20
google/gemini-2.5-flash,gain,no_explanation,100,0.6,0.15,0.84,0.12,0,0,4,7,0.2,0.9,10,10,0.15,20
google/gemini-2.5-flash,gain,no_explanation,100,0.8,0.2,0.7,0.1,0,0,4,7,0.2,0.9,10,10,0.15,20
google/gemini-2.5-flash,gain,no_explanation,100,0.88,0.22,0.56,0.08,0,0,4,7,0.4,0.6,10,10,0.4,20
google/gemini-2.5-flash,gain,no_explanation,100,0.96,0.24,0.77,0.11,0,0,4,7,0.2,0.2,10,10,0.5,20
google/gemini-2.5-flash,gain,no_explanation,100,29,0.29,32.64,0.34,0,0,100,96,0.5,0.2,10,10,0.65,20
google/gemini-2.5-flash,gain,no_explanation,100,33,0.33,32.64,0.34,0,0,100,96,0.5,0.2,10,10,0.65,20
google/gemini-2.5-flash,gain,no_explanation,100,37,0.37,37.44,0.39,0,0,100,96,0.4,0,10,10,0.7,20
google/gemini-2.5-flash,gain,no_explanation,100,39,0.39,30.72,0.32,0,0,100,96,0.9,0.1,10,10,0.9,20
google/gemini-2.5-flash,gain,no_explanation,100,3500,1,3600,0.72,0,0,3500,5000,0.7,0,10,10,0.85,20
google/gemini-2.5-flash,gain,no_explanation,100,3500,1,3650,0.73,0,0,3500,5000,0.2,0.2,10,10,0.5,20
google/gemini-2.5-flash,gain,no_explanation,100,3500,1,3750,0.75,0,0,3500,5000,0.2,0.1,10,10,0.55,20
google/gemini-2.5-flash,gain,no_explanation,100,3500,1,3900,0.78,0,0,3500,5000,0,0.1,10,10,0.45,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,0.4,0.1,0.35,0.05,0,0,4,7,0.4,0.9,10,10,0.25,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,0.8,0.2,0.7,0.1,0,0,4,7,0.5,0.35,20,20,0.575,40
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,1.6,0.4,0.35,0.05,0,0,4,7,0.8,0,10,10,0.9,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,30,0.3,28.8,0.3,0,0,100,96,0.5,0,10,10,0.75,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,35,0.35,33.6,0.35,0,0,100,96,0.9,0,10,10,0.95,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,35,0.35,38.4,0.4,0,0,100,96,0.1,0.1,10,10,0.5,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,40,0.4,33.6,0.35,0,0,100,96,0.9,0,10,10,0.95,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,3500,1,2750,0.55,0,0,3500,5000,1,0,10,10,1,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,3500,1,3500,0.7,0,0,3500,5000,0.7,0,10,10,0.85,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,3500,1,3750,0.75,0,0,3500,5000,0.4,0,10,10,0.7,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,20,3500,1,4250,0.85,0,0,3500,5000,0.2,0,10,10,0.6,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,0.6,0.15,0.84,0.12,0,0,4,7,0.1,0.6,10,10,0.25,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,0.8,0.2,0.7,0.1,0,0,4,7,0.4,0.5,10,10,0.45,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,0.88,0.22,0.56,0.08,0,0,4,7,0.9,0.1,10,10,0.9,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,0.96,0.24,0.77,0.11,0,0,4,7,0.2,0.2,10,10,0.5,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,29,0.29,32.64,0.34,0,0,100,96,0.1,0,10,10,0.55,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,33,0.33,32.64,0.34,0,0,100,96,0.9,0,10,10,0.95,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,37,0.37,37.44,0.39,0,0,100,96,0.2,0.1,10,10,0.55,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,39,0.39,30.72,0.32,0,0,100,96,1,0,10,10,1,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,3500,1,3600,0.72,0,0,3500,5000,0.2,0,10,10,0.6,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,3500,1,3650,0.73,0,0,3500,5000,0.6,0,10,10,0.8,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,3500,1,3750,0.75,0,0,3500,5000,0,0.1,10,10,0.45,20
google/gemini-2.5-flash,gain,one_sentence_reasoning,100,3500,1,3900,0.78,0,0,3500,5000,0.7,0.1,10,10,0.8,20
google/gemini-2.5-flash,loss,math_reasoning_one,20,-0.4,0.1,-0.35,0.05,0,0,-4,-7,0.5,0,10,9,0.75,19
google/gemini-2.5-flash,loss,math_reasoning_one,20,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0.45,0.1,20,20,0.675,40
google/gemini-2.5-flash,loss,math_reasoning_one,20,-1.6,0.4,-0.35,0.05,0,0,-4,-7,0,0.8888888888888888,10,9,0.055555556,19
google/gemini-2.5-flash,loss,math_reasoning_one,20,-30,0.3,-28.8,0.3,0,0,-100,-96,0.4,0.6666666666666666,10,9,0.3666666666666667,19
google/gemini-2.5-flash,loss,math_reasoning_one,20,-35,0.35,-33.6,0.35,0,0,-100,-96,0,0.5,10,10,0.25,20
google/gemini-2.5-flash,loss,math_reasoning_one,20,-35,0.35,-38.4,0.4,0,0,-100,-96,0,0.4,10,10,0.3,20
google/gemini-2.5-flash,loss,math_reasoning_one,20,-40,0.4,-33.6,0.35,0,0,-100,-96,0.2,0.7,10,10,0.25,20
google/gemini-2.5-flash,loss,math_reasoning_one,20,-3500,1,-2750,0.55,0,0,-3500,-5000,0.4285714285714285,0.3,7,10,0.5642857142857143,17
google/gemini-2.5-flash,loss,math_reasoning_one,20,-3500,1,-3500,0.7,0,0,-3500,-5000,0.6,0,10,10,0.8,20
google/gemini-2.5-flash,loss,math_reasoning_one,20,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0.6,10,10,0.7,20
google/gemini-2.5-flash,loss,math_reasoning_one,20,-3500,1,-4250,0.85,0,0,-3500,-5000,0.5,0,10,10,0.75,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-0.6,0.15,-0.84,0.12,0,0,-4,-7,0.3,0.4,10,10,0.4499999999999999,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0.7,0.6,10,10,0.55,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-0.88,0.22,-0.56,0.08,0,0,-4,-7,0.4,0,10,10,0.7,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-0.96,0.24,-0.77,0.11,0,0,-4,-7,0.6666666666666666,0,9,9,0.8333333333333333,18
google/gemini-2.5-flash,loss,math_reasoning_one,100,-29,0.29,-32.64,0.34,0,0,-100,-96,0.1111111111111111,0.5,9,10,0.3055555555555556,19
google/gemini-2.5-flash,loss,math_reasoning_one,100,-33,0.33,-32.64,0.34,0,0,-100,-96,0.1,0.6,10,10,0.25,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-37,0.37,-37.44,0.39,0,0,-100,-96,0.1,0.8,10,10,0.1499999999999999,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-39,0.39,-30.72,0.32,0,0,-100,-96,0.1,0.9,10,10,0.1,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-3500,1,-3600,0.72,0,0,-3500,-5000,1,0.6,10,10,0.7,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-3500,1,-3650,0.73,0,0,-3500,-5000,0.9,0.5,10,10,0.7,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-3500,1,-3750,0.75,0,0,-3500,-5000,0.9,0.6,10,10,0.65,20
google/gemini-2.5-flash,loss,math_reasoning_one,100,-3500,1,-3900,0.78,0,0,-3500,-5000,1,0.1,10,10,0.95,20
google/gemini-2.5-flash,loss,no_explanation,20,-0.4,0.1,-0.35,0.05,0,0,-4,-7,0.1,0.2,10,10,0.45,20
google/gemini-2.5-flash,loss,no_explanation,20,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0.2,0.1,20,20,0.55,40
google/gemini-2.5-flash,loss,no_explanation,20,-1.6,0.4,-0.35,0.05,0,0,-4,-7,0.1,0.7,10,10,0.2,20
google/gemini-2.5-flash,loss,no_explanation,20,-30,0.3,-28.8,0.3,0,0,-100,-96,0.1,0.1,10,10,0.5,20
google/gemini-2.5-flash,loss,no_explanation,20,-35,0.35,-33.6,0.35,0,0,-100,-96,0.1,0.2,10,10,0.45,20
google/gemini-2.5-flash,loss,no_explanation,20,-35,0.35,-38.4,0.4,0,0,-100,-96,0,0.1,10,10,0.45,20
google/gemini-2.5-flash,loss,no_explanation,20,-40,0.4,-33.6,0.35,0,0,-100,-96,0.1,0.4,10,10,0.35,20
google/gemini-2.5-flash,loss,no_explanation,20,-3500,1,-2750,0.55,0,0,-3500,-5000,0.6,0.3,10,10,0.6499999999999999,20
google/gemini-2.5-flash,loss,no_explanation,20,-3500,1,-3500,0.7,0,0,-3500,-5000,1,0,10,10,1,20
google/gemini-2.5-flash,loss,no_explanation,20,-3500,1,-3750,0.75,0,0,-3500,-5000,0.7,0.1,10,10,0.8,20
google/gemini-2.5-flash,loss,no_explanation,20,-3500,1,-4250,0.85,0,0,-3500,-5000,0.7,0,10,10,0.85,20
google/gemini-2.5-flash,loss,no_explanation,100,-0.6,0.15,-0.84,0.12,0,0,-4,-7,0.7,0.1,10,10,0.8,20
google/gemini-2.5-flash,loss,no_explanation,100,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0.4,0,10,10,0.7,20
google/gemini-2.5-flash,loss,no_explanation,100,-0.88,0.22,-0.56,0.08,0,0,-4,-7,0.2,0.2,10,10,0.5,20
google/gemini-2.5-flash,loss,no_explanation,100,-0.96,0.24,-0.77,0.11,0,0,-4,-7,0,0.1,10,10,0.45,20
google/gemini-2.5-flash,loss,no_explanation,100,-29,0.29,-32.64,0.34,0,0,-100,-96,0,0,10,10,0.5,20
google/gemini-2.5-flash,loss,no_explanation,100,-33,0.33,-32.64,0.34,0,0,-100,-96,0.1,0.3,10,10,0.3999999999999999,20
google/gemini-2.5-flash,loss,no_explanation,100,-37,0.37,-37.44,0.39,0,0,-100,-96,0.1,0,10,10,0.55,20
google/gemini-2.5-flash,loss,no_explanation,100,-39,0.39,-30.72,0.32,0,0,-100,-96,0,0.2,10,10,0.4,20
google/gemini-2.5-flash,loss,no_explanation,100,-3500,1,-3600,0.72,0,0,-3500,-5000,0.7,0,10,10,0.85,20
google/gemini-2.5-flash,loss,no_explanation,100,-3500,1,-3650,0.73,0,0,-3500,-5000,1,0,10,10,1,20
google/gemini-2.5-flash,loss,no_explanation,100,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0.1,10,10,0.95,20
google/gemini-2.5-flash,loss,no_explanation,100,-3500,1,-3900,0.78,0,0,-3500,-5000,0.9,0,10,10,0.95,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-0.4,0.1,-0.35,0.05,0,0,-4,-7,0.1,0.1,10,10,0.5,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0.1,0.15,20,20,0.475,40
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-1.6,0.4,-0.35,0.05,0,0,-4,-7,0,0.5,10,10,0.25,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-30,0.3,-28.8,0.3,0,0,-100,-96,0,0.2,10,10,0.4,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-35,0.35,-33.6,0.35,0,0,-100,-96,0,0.4,10,10,0.3,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-35,0.35,-38.4,0.4,0,0,-100,-96,0,0.8,10,10,0.1,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-40,0.4,-33.6,0.35,0,0,-100,-96,0,0.6,10,10,0.2,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-3500,1,-2750,0.55,0,0,-3500,-5000,0.1,1,10,10,0.05,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-3500,1,-3500,0.7,0,0,-3500,-5000,1,0,10,10,1,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0.1,10,10,0.95,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,20,-3500,1,-4250,0.85,0,0,-3500,-5000,1,0,10,10,1,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-0.6,0.15,-0.84,0.12,0,0,-4,-7,0.2,0.1,10,10,0.55,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-0.8,0.2,-0.7,0.1,0,0,-4,-7,0.1,0,10,10,0.55,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-0.88,0.22,-0.56,0.08,0,0,-4,-7,0.1,0,10,10,0.55,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-0.96,0.24,-0.77,0.11,0,0,-4,-7,0.7,0.2,10,10,0.75,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-29,0.29,-32.64,0.34,0,0,-100,-96,0.1,0.4,10,10,0.35,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-33,0.33,-32.64,0.34,0,0,-100,-96,0,0.3,10,10,0.35,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-37,0.37,-37.44,0.39,0,0,-100,-96,0,0.1,10,10,0.45,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-39,0.39,-30.72,0.32,0,0,-100,-96,0.2,0.5,10,10,0.35,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-3500,1,-3600,0.72,0,0,-3500,-5000,1,0.1,10,10,0.95,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-3500,1,-3650,0.73,0,0,-3500,-5000,1,0,10,10,1,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-3500,1,-3750,0.75,0,0,-3500,-5000,1,0.1,10,10,0.95,20
google/gemini-2.5-flash,loss,one_sentence_reasoning,100,-3500,1,-3900,0.78,0,0,-3500,-5000,1,0,10,10,1,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,0.4,0.1,0.35,0.05,0,0,4,7,1,0,10,10,1,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,0.8,0.2,0.7,0.1,0,0,4,7,1,0,20,19,1,39
google/gemini-2.5-pro,gain,math_reasoning_one,20,1.6,0.4,0.35,0.05,0,0,4,7,0.9,0,10,10,0.95,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,30,0.3,28.8,0.3,0,0,100,96,1,0,10,10,1,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,35,0.35,33.6,0.35,0,0,100,96,1,0,10,10,1,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,35,0.35,38.4,0.4,0,0,100,96,0,1,10,10,0,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,40,0.4,33.6,0.35,0,0,100,96,1,0,10,10,1,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,3500,1,2750,0.55,0,0,3500,5000,1,0,10,10,1,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,3500,1,3500,0.7,0,0,3500,5000,1,0,10,10,1,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,3500,1,3750,0.75,0,0,3500,5000,0,1,10,10,0,20
google/gemini-2.5-pro,gain,math_reasoning_one,20,3500,1,4250,0.85,0,0,3500,5000,0,1,10,10,0,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,0.6,0.15,0.84,0.12,0,0,4,7,0.1,1,10,10,0.05,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,0.8,0.2,0.7,0.1,0,0,4,7,1,0,10,10,1,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,0.88,0.22,0.56,0.08,0,0,4,7,0.9,0,10,10,0.95,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,0.96,0.24,0.77,0.11,0,0,4,7,1,0,10,10,1,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,29,0.29,32.64,0.34,0,0,100,96,0.2,0.9,10,10,0.15,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,33,0.33,32.64,0.34,0,0,100,96,0.3,0.5,10,10,0.4,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,37,0.37,37.44,0.39,0,0,100,96,0.6,0.5,10,10,0.55,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,39,0.39,30.72,0.32,0,0,100,96,1,0,10,9,1,19
google/gemini-2.5-pro,gain,math_reasoning_one,100,3500,1,3600,0.72,0,0,3500,5000,0.6,0.9,10,10,0.35,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,3500,1,3650,0.73,0,0,3500,5000,0,1,10,10,0,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,3500,1,3750,0.75,0,0,3500,5000,0.2,0.9,10,10,0.15,20
google/gemini-2.5-pro,gain,math_reasoning_one,100,3500,1,3900,0.78,0,0,3500,5000,0,1,10,10,0,20
google/gemini-2.5-pro,gain,no_explanation,20,0.4,0.1,0.35,0.05,0,0,4,7,1,0.1,10,10,0.95,20
google/gemini-2.5-pro,gain,no_explanation,20,0.8,0.2,0.7,0.1,0,0,4,7,1,0.05,20,20,0.975,40
google/gemini-2.5-pro,gain,no_explanation,20,1.6,0.4,0.35,0.05,0,0,4,7,1,0,10,10,1,20
google/gemini-2.5-pro,gain,no_explanation,20,30,0.3,28.8,0.3,0,0,100,96,1,0,10,10,1,20
google/gemini-2.5-pro,gain,no_explanation,20,35,0.35,33.6,0.35,0,0,100,96,0.9,0,10,10,0.95,20
google/gemini-2.5-pro,gain,no_explanation,20,35,0.35,38.4,0.4,0,0,100,96,0,1,10,10,0,20
google/gemini-2.5-pro,gain,no_explanation,20,40,0.4,33.6,0.35,0,0,100,96,1,0,10,10,1,20
google/gemini-2.5-pro,gain,no_explanation,20,3500,1,2750,0.55,0,0,3500,5000,1,0,10,10,1,20
google/gemini-2.5-pro,gain,no_explanation,20,3500,1,3500,0.7,0,0,3500,5000,1,0.1,10,10,0.95,20
google/gemini-2.5-pro,gain,no_explanation,20,3500,1,3750,0.75,0,0,3500,5000,0,0.8,10,10,0.1,20
google/gemini-2.5-pro,gain,no_explanation,20,3500,1,4250,0.85,0,0,3500,5000,0,0.9,10,10,0.05,20
google/gemini-2.5-pro,gain,no_explanation,100,0.6,0.15,0.84,0.12,0,0,4,7,0,1,10,10,0,20
google/gemini-2.5-pro,gain,no_explanation,100,0.8,0.2,0.7,0.1,0,0,4,7,1,0.3,10,10,0.85,20
google/gemini-2.5-pro,gain,no_explanation,100,0.88,0.22,0.56,0.08,0,0,4,7,1,0,10,10,1,20
google/gemini-2.5-pro,gain,no_explanation,100,0.96,0.24,0.77,0.11,0,0,4,7,1,0,10,10,1,20
google/gemini-2.5-pro,gain,no_explanation,100,29,0.29,32.64,0.34,0,0,100,96,0,0.9,10,10,0.05,20
google/gemini-2.5-pro,gain,no_explanation,100,33,0.33,32.64,0.34,0,0,100,96,0.6,0.6,10,10,0.5,20
google/gemini-2.5-pro,gain,no_explanation,100,37,0.37,37.44,0.39,0,0,100,96,1,0.5,10,10,0.75,20
google/gemini-2.5-pro,gain,no_explanation,100,39,0.39,30.72,0.32,0,0,100,96,0.9,0.1,10,10,0.9,20
google/gemini-2.5-pro,gain,no_explanation,100,3500,1,3600,0.72,0,0,3500,5000,0.2,0.5,10,10,0.35,20
google/gemini-2.5-pro,gain,no_explanation,100,3500,1,3650,0.73,0,0,3500,5000,0.7,0.4,10,10,0.6499999999999999,20
google/gemini-2.5-pro,gain,no_explanation,100,3500,1,3750,0.75,0,0,3500,5000,0.2,0.9,10,10,0.15,20
google/gemini-2.5-pro,gain,no_explanation,100,3500,1,3900,0.78,0,0,3500,5000,0,0.9,10,10,0.05,20
google/gemini-2.5-pro,gain,one_sentence_reasoning,20,0.4,0.1,0.35,0.05,0,0,4,7,1,0,10,10,1,20
google/gemini-2.5-pro,gain,one_sentence_reasoning,20,0.8,0.2,0.7,0.1,0,0,4,7,1,0,20,20,1,40
google/gemini-2.5-pro,gain,one_sentence_reasoning,20,1.6,0.4,0.35,0.05,0,0,4,7,1,0,10,10,1,20
google/gemini-2.5-pro,gain,one_sentence_reasoning,20,30,0.3,28.8,0.3,0,0,100,96,1,0,10,10,1,20
google/gemini-2.5-pro,gain,one_sentence_reasoning,20,35,0.35,33.6,0.35,0,0,100,96,1,0,10,9,1,19
google/gemini-2.5-pro,gain,one_sentence_reasoning,20,35,0.35,38.4,0.4,0,0,100,96,0,1,9,10,0,19
